,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect,Attempt
10,11,60,145,604,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
11,12,54,223,381,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",1,1.4,115818.0,117468.0,62
12,13,54,169,212,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",1,1.4,115818.0,117468.0,62
13,14,54,119,93,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",1,1.4,115818.0,117468.0,62
14,15,48,93,0,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",2,1.4,115818.0,117468.0,62
0,1,60,146,1854,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
1,2,60,199,1655,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
2,3,60,136,1519,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
3,4,60,166,1353,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
4,5,60,172,1181,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
5,6,60,216,965,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
6,7,60,172,793,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
7,8,60,109,684,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
8,9,60,147,537,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
9,10,60,118,419,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
10,11,60,181,238,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",0,1.2,118572.0,120000.0,63
11,12,54,238,0,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",1,1.2,118572.0,120000.0,63
12,13,54,0,0,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",1,1.2,118572.0,120000.0,63
13,14,54,0,0,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",1,1.2,118572.0,120000.0,63
14,15,54,0,0,"Your revenue: $118,572, Perfect foresight strategy: $120,000, Difference: 1.2%",1,1.2,118572.0,120000.0,63
0,1,60,78,1922,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",0,0.0,96936.0,96936.0,64
1,2,48,131,1791,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
2,3,48,94,1697,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
3,4,48,76,1621,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
4,5,48,187,1434,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
5,6,48,206,1228,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
6,7,48,97,1131,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
7,8,48,78,1053,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
8,9,48,130,923,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
9,10,48,159,764,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
10,11,48,127,637,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
11,12,48,151,486,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
12,13,48,144,342,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
13,14,48,203,139,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
14,15,48,139,0,"Your revenue: $96,936, Perfect foresight strategy: $96,936, Difference: 0.0%",2,0.0,96936.0,96936.0,64
0,1,60,57,1943,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",0,0.0,79980.0,79980.0,65
1,2,48,50,1893,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",2,0.0,79980.0,79980.0,65
2,3,48,98,1795,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",2,0.0,79980.0,79980.0,65
3,4,48,167,1628,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",2,0.0,79980.0,79980.0,65
4,5,48,138,1490,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",2,0.0,79980.0,79980.0,65
5,6,48,98,1392,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",2,0.0,79980.0,79980.0,65
6,7,36,170,1222,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
7,8,36,215,1007,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
8,9,36,162,845,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
9,10,36,117,728,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
10,11,36,234,494,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
11,12,36,111,383,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
12,13,36,111,272,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
13,14,36,158,114,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
14,15,36,114,0,"Your revenue: $79,980, Perfect foresight strategy: $79,980, Difference: 0.0%",3,0.0,79980.0,79980.0,65
0,1,60,101,1899,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",0,6.7,108606.0,116460.0,66
1,2,54,187,1712,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
2,3,54,126,1586,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
3,4,54,158,1428,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
4,5,54,230,1198,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
5,6,54,124,1074,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
6,7,54,213,861,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
7,8,54,220,641,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
8,9,54,159,482,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
9,10,54,155,327,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
10,11,54,130,197,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
11,12,54,179,18,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
12,13,54,18,0,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
13,14,54,0,0,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",1,6.7,108606.0,116460.0,66
14,15,54,0,0,"Your revenue: $108,606, Perfect foresight strategy: $116,460, Difference: 6.7%",2,6.7,108606.0,116460.0,66
0,1,60,89,1911,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",0,1.1,99072.0,100158.0,67
1,2,60,107,1804,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",0,1.1,99072.0,100158.0,67
2,3,54,131,1673,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",1,1.1,99072.0,100158.0,67
3,4,54,64,1609,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",1,1.1,99072.0,100158.0,67
4,5,54,80,1529,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",1,1.1,99072.0,100158.0,67
5,6,54,90,1439,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",1,1.1,99072.0,100158.0,67
6,7,54,75,1364,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",1,1.1,99072.0,100158.0,67
7,8,48,87,1277,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
8,9,48,169,1108,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
9,10,48,130,978,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
10,11,48,189,789,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
11,12,48,257,532,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
12,13,48,164,368,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
13,14,48,189,179,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
14,15,48,139,40,"Your revenue: $99,072, Perfect foresight strategy: $100,158, Difference: 1.1%",2,1.1,99072.0,100158.0,67
0,1,60,85,1915,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",0,3.5,93828.0,97248.0,68
1,2,60,60,1855,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",0,3.5,93828.0,97248.0,68
2,3,60,67,1788,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",0,3.5,93828.0,97248.0,68
3,4,54,118,1670,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",1,3.5,93828.0,97248.0,68
4,5,48,175,1495,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
5,6,48,84,1411,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
6,7,48,170,1241,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
7,8,48,89,1152,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
8,9,48,100,1052,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
9,10,48,92,960,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
10,11,48,145,815,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
11,12,48,153,662,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
12,13,48,173,489,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
13,14,48,210,279,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
14,15,48,166,113,"Your revenue: $93,828, Perfect foresight strategy: $97,248, Difference: 3.5%",2,3.5,93828.0,97248.0,68
0,1,60,122,1878,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
1,2,60,108,1770,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
2,3,60,116,1654,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
3,4,60,122,1532,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
4,5,60,123,1409,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
5,6,60,185,1224,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
6,7,60,74,1150,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
7,8,60,135,1015,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
8,9,60,91,924,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
9,10,60,106,818,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
10,11,60,153,665,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
11,12,60,127,538,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",0,1.4,112836.0,114456.0,69
12,13,54,113,425,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",1,1.4,112836.0,114456.0,69
13,14,54,209,216,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",1,1.4,112836.0,114456.0,69
14,15,48,161,55,"Your revenue: $112,836, Perfect foresight strategy: $114,456, Difference: 1.4%",2,1.4,112836.0,114456.0,69
0,1,60,73,1927,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",0,1.4,92184.0,93540.0,70
1,2,48,191,1736,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
2,3,48,152,1584,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
3,4,48,144,1440,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
4,5,48,110,1330,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
5,6,48,170,1160,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
6,7,48,101,1059,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
7,8,48,80,979,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
8,9,48,147,832,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
9,10,48,151,681,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
10,11,48,88,593,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
11,12,48,118,475,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
12,13,48,84,391,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",2,1.4,92184.0,93540.0,70
13,14,36,243,148,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",3,1.4,92184.0,93540.0,70
14,15,36,148,0,"Your revenue: $92,184, Perfect foresight strategy: $93,540, Difference: 1.4%",3,1.4,92184.0,93540.0,70
0,1,60,118,1882,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
1,2,60,94,1788,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
2,3,60,128,1660,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
3,4,60,143,1517,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
4,5,60,117,1400,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
5,6,60,74,1326,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
6,7,60,116,1210,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
7,8,60,132,1078,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
8,9,60,96,982,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",0,4.8,105522.0,110898.0,71
9,10,54,137,845,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
10,11,54,124,721,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
11,12,54,151,570,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
12,13,54,102,468,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
13,14,54,160,308,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
14,15,54,149,159,"Your revenue: $105,522, Perfect foresight strategy: $110,898, Difference: 4.8%",1,4.8,105522.0,110898.0,71
0,1,60,119,1881,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
1,2,60,86,1795,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
2,3,60,151,1644,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
3,4,60,94,1550,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
4,5,60,191,1359,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
5,6,60,134,1225,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
6,7,60,129,1096,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
7,8,60,160,936,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
8,9,60,123,813,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
9,10,60,94,719,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
10,11,60,157,562,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
11,12,60,167,395,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",0,0.9,115788.0,116862.0,72
12,13,54,88,307,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",1,0.9,115788.0,116862.0,72
13,14,48,179,128,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",2,0.9,115788.0,116862.0,72
14,15,48,128,0,"Your revenue: $115,788, Perfect foresight strategy: $116,862, Difference: 0.9%",2,0.9,115788.0,116862.0,72
0,1,60,115,1885,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
1,2,60,120,1765,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
2,3,60,97,1668,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
3,4,60,121,1547,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
4,5,60,124,1423,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
5,6,60,101,1322,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
6,7,60,93,1229,"Your revenue: $107,484, Perfect foresight strategy: $110,742, Difference: 2.9%",0,2.9,107484.0,110742.0,73
